,Movie_title,Audience_review,Critic_review,Runtime,Distributor,Covered,Actors,Producer,Cinematography,Editing,Music
3999,Wristcutters: A Love Story,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",88.0,0,0.0,0,0,0,0,0
4005,The Seeker: The Dark Is Rising,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",99.0,1,1.0,0,0,0,0,1
4009,Bee Movie,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",91.0,1,1.0,0,0,0,0,1
4012,Resurrecting the Champ,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",112.0,0,1.0,0,0,0,0,0
4014,Goya's Ghosts,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",114.0,1,1.0,0,0,1,0,0
4015,Mr. Magorium's Wonder Emporium,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",95.0,1,0.0,0,0,0,0,1
4016,August Rush,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",114.0,1,0.0,0,0,0,0,0
4017,The Darjeeling Limited,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",91.0,0,0.0,1,0,0,0,0
4018,Daisy Kenyon,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",99.0,1,0.0,0,0,0,0,0
4020,Dan in Real Life,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",98.0,1,0.0,1,0,1,0,0
4021,Day Zero,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",93.0,0,1.0,0,0,0,0,0
4022,Before the Devil Knows You're Dead,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",117.0,0,0.0,0,0,0,0,1
4024,Peter's Friends,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",101.0,0,0.0,0,0,0,1,0
4025,Martian Child,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",106.0,0,0.0,1,0,0,0,1
4026,"Lust, Caution","0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",158.0,0,0.0,0,0,1,0,1
4028,For the Bible Tells Me So,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",98.0,0,1.0,0,0,0,0,0
4031,In the Valley of Elah,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",121.0,0,1.0,0,0,1,0,1
4033,Gone Baby Gone,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",114.0,0,0.0,0,0,1,0,1
4034,Margot at the Wedding,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",93.0,0,1.0,0,1,0,0,0
4035,Mr. Warmth: The Don Rickles Project,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",89.0,0,0.0,0,0,0,0,0
4036,A Woman's Face,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",105.0,0,1.0,0,0,0,0,0
4037,Mr. Bug Goes to Town,"0       38
1       79
2       70
3       37
4       66
5       25
6       42
7       29
8       91
9       25
10      18
11      68
12      16
13      24
14      70
15      90
16      19
17      43
18       0
19      30
20      45
21      45
22      84
23      72
24      75
25      32
26      48
27      52
28      72
29      49
        ..
1961    80
1962    67
1963    87
1964    80
1965    46
1966    45
1967    75
1968    62
1969    50
1970    72
1971    75
1972     0
1973    85
1974    69
1975    74
1976    84
1977    80
1978    94
1979    39
1980    74
1981    52
1982    69
1983    55
1984    85
1985    86
1986    74
1987    89
1988    74
1989    84
1990    70
Name: Audience_review, Length: 1991, dtype: int64","0        47
1        75
2        77
3        27
4        51
5        50
6        20
7        33
8        98
9        32
10       16
11       80
12       60
13       57
14       65
15      100
16        4
17       29
18       85
19       50
20       50
21       22
22       81
23       72
24       85
25       60
26       68
27       40
28       86
29       42
       ... 
1961    100
1962     15
1963     87
1964     66
1965      9
1966     52
1967    100
1968     67
1969     67
1970     20
1971    100
1972     92
1973     95
1974     88
1975     45
1976     87
1977     84
1978    100
1979     17
1980     76
1981     41
1982     90
1983     86
1984     91
1985     82
1986     90
1987     93
1988     90
1989     74
1990     29
Name: Critic_review, Length: 1991, dtype: int64",78.0,1,1.0,0,0,0,0,0
